	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX384494	5952827	3919875	461806	50791	0	0	0	0	1135	0	0	0	0	1321446	187779	9995	65.84896554	5952827	5902036	99.15	50791	0.85	SRX384494_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5952827	0	20-101	63	33.30540552	98.12783069	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	6001140	1732841	6001140	606115140	16542195	585355954	3.424957509	0.0911	0.299	0.6099		
SRX386230	6833470	4344292	13364	879663	0	0	0	0	2712	0	0	0	0	1306589	272092	14758	63.5737334	6833470	5953807	87.13	879663	12.87	SRX386230_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6833470	0	20-101	62	31.72508921	96.61724278	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	6897090	1772684	6897090	696606090	10717401	681375339	2.186422315	0.1072	0.3149	0.5778		
SRX386231	6181982	2155098	3323133	106976	0	0	0	0	2134	0	0	0	0	484740	103641	6260	34.8609556	6181982	6075006	98.27	106976	1.73	SRX386231_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6181982	0	20-101	58	22.51916299	98.62364497	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	6230870	1641518	6230870	629317870	6987763	618561021	1.709287073	0.039	0.1392	0.8219		
SRX386232	17852997	13710344	190970	431026	0	0	0	0	9252	0	0	0	0	2778537	711642	21226	76.79575592	17852997	17421971	97.59	431026	2.41	SRX386232_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17852997	0	20-100	63	27.66380516	95.64716176	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	18140839	4280438	18140839	1814083900	63442914	1740323924	4.065962771	0.2232	0.2149	0.562		
SRX386233	18555023	13692764	998170	438033	0	0	0	0	7532	0	0	0	0	2766966	627525	24033	73.7954569	18555023	18116990	97.64	438033	2.36	SRX386233_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18555023	0	20-100	63	27.09979942	96.27015057	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	18854282	4533645	18854282	1885428200	93929768	1782354593	5.466854002	0.2104	0.1976	0.592		
SRX386234	21721148	15199436	924888	614183	0	0	0	0	12187	0	0	0	0	4203996	741325	25133	69.9752886	21721148	21106965	97.17	614183	2.83	SRX386234_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21721148	0	20-100	62	24.01532837	95.81718996	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	22054588	5392059	22054588	2205458800	104150962	2089682262	5.249544358	0.2244	0.1894	0.5862		
SRX389601	27885966	8699871	349987	3035219	0	0	0	0	0	0	0	0	0	14853694	935815	11380	31.19802628	27885966	24850747	89.12	3035219	10.88	SRX389601_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27885966	0	20-101	56	33.88664074	54.20644664	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass	32718002	30425551	32718002	3304518202	118341950	1584860462	52.03959049			0.5894	0.3483	0.0623
SRX389604	22285021	8375213	181205	2281611	0	0	0	0	0	0	0	0	0	10635406	800918	10668	37.58225312	22285021	20003410	89.76	2281611	10.24	SRX389604_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22285021	0	20-101	57	33.83330215	58.59897543	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass	25802585	23313562	25802585	2606061085	90859424	1359535650	47.83178116			0.6224	0.3239	0.0537
SRX389605	19026997	1060122	1320094	14294765	0	0	0	0	0	0	0	0	0	2206856	143891	1269	5.571672713	19026997	4732232	24.87	14294765	75.13	SRX389605_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19026997	0	20-101	50	21.17445719	37.28616975	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	24463822	24044685	24463822	2470846022	150921423	785038345	68.22795358			0.4284	0.5036	0.068
SRX389626	52805384	2245226	2331248	42799813	0	0	0	0	0	0	0	0	0	5170848	255525	2724	4.251888406	52805384	10005571	18.95	42799813	81.05	SRX389626_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52805384	0	20-101	49	18.14157135	39.22617838	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	74478829	73431074	74478829	7522361729	518631082	2342998579	68.85288606			0.4268	0.497	0.0762
SRX389627	53416323	581186	58283	51628587	0	0	0	0	0	0	0	0	0	1126486	21329	452	1.088030713	53416323	1787736	3.35	51628587	96.65	SRX389627_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53416323	0	20-101	47	27.07232401	50.65638168	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	74137453	70599136	74137453	7487882753	589949880	2973361491	60.29102499			0.4293	0.4366	0.1341
SRX389628	16865404	186596	26564	16077489	0	0	0	0	0	0	0	0	0	566606	8011	138	1.106383221	16865404	787915	4.67	16077489	95.33	SRX389628_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16865404	0	20-101	48	24.09133446	46.78965959	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	22587153	21697354	22587153	2281302453	158419178	862170161	62.20710849			0.4536	0.4291	0.1172
SRX3918611	9964405	3027219	148405	2267529	0	0	0	0	0	0	0	0	0	4339210	179721	2321	30.38032878	9964405	7696876	77.24	2267529	22.76	SRX3918611_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9964405	0	20-50	52	35.68368143	49.06585782	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10000000	4091811	10000000	500000000	4671009	489154373	2.1691254			0.5511	0.3574	0.0916
SRX3918612	9969054	2565042	150639	3247382	0	0	0	0	0	0	0	0	0	3805805	198064	2122	25.73004419	9969054	6721672	67.43	3247382	32.57	SRX3918612_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9969054	0	20-50	50	43.36853869	48.96278794	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10000000	4803261	10000000	500000000	5106304	488306211	2.3387578			0.4151	0.4611	0.1238
SRX3918613	9973045	2707429	219291	2360736	0	0	0	0	0	0	0	0	0	4366474	317032	2083	27.14746599	9973045	7612309	76.33	2360736	23.67	SRX3918613_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9973045	0	20-50	51	32.12141327	48.99543389	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10000000	4862082	10000000	500000000	4941510	488796196	2.2407608			0.3502	0.5366	0.1132
SRX3918614	9963918	3553631	50226	1592165	0	0	0	0	0	0	0	0	0	4492350	273263	2283	35.66499644	9963918	8371753	84.02	1592165	15.98	SRX3918614_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9963918	0	20-50	55	32.06029132	49.09467982	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10000000	3755179	10000000	500000000	4363355	489431977	2.1136046			0.4203	0.4807	0.0991
SRX3918615	9971522	2320557	26996	3944509	0	0	0	0	0	0	0	0	0	3443544	234114	1802	23.27184356	9971522	6027013	60.44	3944509	39.56	SRX3918615_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9971522	0	20-50	48	44.50974393	48.88556722	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10000000	5325004	10000000	500000000	5181618	487624151	2.4751698			0.3448	0.5143	0.1409
SRX3918616	9974538	2563978	81805	3026012	0	0	0	0	0	0	0	0	0	4038986	261805	1952	25.70523066	9974538	6948526	69.66	3026012	30.34	SRX3918616_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9974538	0	20-50	51	37.03384495	48.96687405	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10000000	4994748	10000000	500000000	4647947	488568914	2.2862172			0.3135	0.5521	0.1343
SRX4342817	3823280	2169109	24362	130333	0	0	0	0	0	0	0	0	0	1309936	188329	1211	56.7342439	3823280	3692947	96.59	130333	3.41	SRX4342817_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3823280	0	20-76	60	30.96546103	74.60495595	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	3849630	401483	3849630	287677576	941794	285966630	0.594744305			0.5385	0.366	0.0955
SRX4342818	2828214	1643062	5054	101215	0	0	0	0	0	0	0	0	0	958364	119543	976	58.09539165	2828214	2726999	96.42	101215	3.58	SRX4342818_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2828214	0	20-76	60	31.74247082	74.71606533	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2858342	295252	2858342	213543012	1046207	211859372	0.788431325			0.562	0.346	0.092
SRX4342819	3208909	1791793	6569	181589	0	0	0	0	0	0	0	0	0	1088095	139755	1108	55.83807456	3208909	3027320	94.34	181589	5.66	SRX4342819_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3208909	0	20-76	61	43.1086927	74.08899224	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3244245	354290	3244245	240403810	1267777	238390076	0.837646458			0.5247	0.3883	0.087
SRX4342820	2955477	1947818	5906	90067	0	0	0	0	0	0	0	0	0	800051	110445	1190	65.90536824	2955477	2865410	96.95	90067	3.05	SRX4342820_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2955477	0	20-76	61	30.63350563	75.09954975	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2965373	281796	2965373	223339646	383040	222490717	0.380106719			0.5788	0.3447	0.0765
SRX4342821	3584951	2178871	15459	191355	0	0	0	0	0	0	0	0	0	1076615	121219	1432	60.77826447	3584951	3393596	94.66	191355	5.34	SRX4342821_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3584951	0	20-76	61	36.74043703	74.2555332	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	3612457	406217	3612457	268694134	990773	266908248	0.664653885			0.5889	0.3257	0.0853
SRX4342822	3051209	1397040	65183	132106	0	0	0	0	0	0	0	0	0	1294420	161520	940	45.78644072	3051209	2919103	95.67	132106	4.33	SRX4342822_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3051209	0	20-76	58	29.98573697	74.6056609	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3116320	333005	3116320	231380633	2156978	228232834	1.360441866			0.477	0.43	0.093
SRX4579961	5916148	2820713	99	215544	0	0	0	0	526	0	0	0	0	2717746	155300	6220	47.6782021	5916148	5700604	96.36	215544	3.64	SRX4579961_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5916148	0	20-150	59	20.31414381	148.0183046	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5924433	1121273	5924433	888664950	981869	885706059	0.33295912	0.1721	0.2354	0.5925		
SRX4579962	5684504	2753159	75	194970	0	0	0	0	593	0	0	0	0	2579672	150189	5846	48.43270407	5684504	5489534	96.57	194970	3.43	SRX4579962_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5684504	0	20-150	59	20.4141566	148.0934878	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5691920	1971128	5691920	853788000	5187785	844986696	1.030853561	0.1766	0.2419	0.5815		
SRX4579963	5246159	2575499	64	175498	0	0	0	0	557	0	0	0	0	2357674	130858	6009	49.09304121	5246159	5070661	96.65	175498	3.35	SRX4579963_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5246159	0	20-150	59	20.52473568	148.1078101	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5252628	997533	5252628	787894200	828005	785344513	0.323607789	0.1697	0.245	0.5852		
SRX4579964	6085469	3722443	119	232712	0	0	0	0	1367	0	0	0	0	1876182	241598	11048	61.1693692	6085469	5852757	96.18	232712	3.82	SRX4579964_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6085469	0	20-150	60	23.16293149	148.0696043	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6093921	1916893	6093921	914088150	6475415	904261003	1.075076512	0.1086	0.2863	0.6052		
SRX4579965	4829396	3057868	212	190324	0	0	0	0	859	0	0	0	0	1347088	226866	6179	63.31781448	4829396	4639072	96.06	190324	3.94	SRX4579965_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4829396	0	20-150	61	23.70869069	149.1807466	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	4835716	977205	4835716	725357400	802059	722956189	0.331038327	0.1194	0.3019	0.5787		
SRX4579966	5575221	3539198	137	199845	0	0	0	0	779	0	0	0	0	1568774	261190	5298	63.48085574	5575221	5375376	96.42	199845	3.58	SRX4579966_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5575221	0	20-150	60	24.98396016	148.1989735	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5581521	1174269	5581521	837228150	888452	834292865	0.350595593	0.1184	0.2989	0.5827		
SRX4774141	14432571	1405744	1847177	4883884	0	0	0	0	43763	0	0	0	0	6159929	89212	2862	9.740080267	14432571	9548687	66.16	4883884	33.84	SRX4774141_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14432571	0	20-101	56	10.86319572	97.21778608	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14590071	5012267	14590071	1473597171	13074666	1427199124	3.148624869	0.2492	0.2241	0.5266		
SRX4774142	13626737	2510149	1271763	4252506	0	0	0	0	27935	0	0	0	0	5277185	280818	6381	18.42076353	13626737	9374231	68.79	4252506	31.21	SRX4774142_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13626737	0	20-101	56	15.31592279	97.39255568	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13762305	4530794	13762305	1389992805	14363115	1348724597	2.968951195	0.1743	0.3591	0.4666		
SRX4774143	14130960	2921006	550426	1602929	0	0	0	0	29392	0	0	0	0	8780803	241221	5183	20.67096645	14130960	12528031	88.66	1602929	11.34	SRX4774143_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14130960	0	20-101	58	12.6078523	96.83780507	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14291501	5273272	14291501	1443441601	37110631	1379520704	4.428367379	0.2545	0.2973	0.4481		
SRX4774144	14778404	5064599	725108	2683999	0	0	0	0	24955	0	0	0	0	5177797	1072596	29350	34.27027032	14778404	12094405	81.84	2683999	18.16	SRX4774144_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14778404	0	20-101	58	13.25043096	97.71370833	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	14953937	5096670	14953937	1510347637	44714034	1441242837	4.575423453	0.1085	0.5635	0.328		
SRX4774145	15954949	12467705	8605	295836	0	0	0	0	9539	0	0	0	0	2421901	715475	35888	78.14318303	15954949	15659113	98.15	295836	1.85	SRX4774145_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15954949	0	20-100	61	22.28026057	94.2533852	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	16246252	4658918	16246252	1624625200	102012484	1510396021	7.031109637	0.0688	0.3448	0.5865		
SRX4774146	15670488	12133945	12873	258223	0	0	0	0	9992	0	0	0	0	2505483	723260	26712	77.43182599	15670488	15412265	98.35	258223	1.65	SRX4774146_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15670488	0	20-100	62	27.91720997	95.9337034	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	15946071	4683013	15946071	1594607100	101455142	1479557561	7.214914508	0.0722	0.3324	0.5954		
SRX4774147	15687917	10074309	20598	371883	0	0	0	0	12062	0	0	0	0	4584693	605413	18959	64.21699579	15687917	15316034	97.63	371883	2.37	SRX4774147_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15687917	0	20-100	61	23.90011904	93.78307649	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	15964962	3933246	15964962	1596496200	58562078	1524425084	4.51433057	0.1224	0.3591	0.5185		
SRX4774148	15770278	9992106	22521	539391	0	0	0	0	10117	0	0	0	0	4559145	629526	17472	63.36036689	15770278	15230887	96.58	539391	3.42	SRX4774148_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15770278	0	20-100	61	27.36496999	95.83064864	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16051496	4904260	16051496	1605149600	98962126	1492246195	7.033824449	0.1147	0.3692	0.5161		
SRX4804439	41715066	1286998	36506343	2025790	0	0	0	0	53369	0	0	0	0	1709267	132372	927	3.085211468	41715066	39689276	95.14	2025790	4.86	SRX4804439_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41715066	0	20-150	52	2.843668138	142.2427364	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	41817822	21889153	41817822	6272673300	31303298	5966878297	4.875034748	0.9379	0.0081	0.054		
SRX4804440	41522617	1609378	35056637	2884891	0	0	0	0	157780	0	0	0	0	1595856	216658	1417	3.875906955	41522617	38637726	93.05	2884891	6.95	SRX4804440_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41522617	0	20-150	53	5.369749244	142.0602721	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	41677000	17191542	41677000	6251550000	133595989	5916046159	5.366730507	0.9399	0.0057	0.0544		
SRX480719	42197578	585193	20735619	525704	0	0	0	0	0	0	0	0	0	20324072	26524	466	1.386792863	42197578	41671874	98.75	525704	1.25	SRX480719_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42197578	0	20-100	52	3.948724594	96.82769362	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	42205436	13469315	42205436	4220543600	98479277	4098166384	2.899560521			0.4871	0.451	0.0619
SRX480720	34012565	533068	16596881	484048	0	0	0	0	0	0	0	0	0	16374305	23909	354	1.567267861	34012565	33528517	98.58	484048	1.42	SRX480720_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34012565	0	20-100	53	4.073132788	96.75443654	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	34021497	10898099	34021497	3402149700	79746456	3300827400	2.978184646			0.492	0.4479	0.0602
SRX480721	36804153	219943	18352186	521573	0	0	0	0	0	0	0	0	0	17701114	9259	78	0.597603754	36804153	36282580	98.58	521573	1.42	SRX480721_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36804153	0	20-100	52	2.827395519	96.81964207	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	36812924	11813642	36812924	3681292400	84862449	3574096608	2.911906482			0.4908	0.4518	0.0574
SRX480722	50774442	276483	25439040	755306	0	0	0	0	0	0	0	0	0	24291762	11749	102	0.544531834	50774442	50019136	98.51	755306	1.49	SRX480722_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50774442	0	20-100	52	2.576023622	96.76685219	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	50784305	16394206	50784305	5078430500	120210098	4928190750	2.958389408			0.4871	0.4551	0.0578
